Geo Point,PrimarySiteFunctionalLocation,Primary,PrimaryAlias,PrimarySubstationName,FirmCapacitySummer,FirmCapacityWinter,DemandHeadroom,DemandRAG,SeasonOfConstraint
"51.16190035298826, -0.3387897549064005",SPN-S000000008356,BF8356 CAPEL 11KV,8356,Capel 11kV,7.1,9.5,2.11%,Yellow (Between 5% overloaded and 5% headroom),Winter
"51.22584423499899, -0.3600297295147825",SPN-S000000008357,DC8357 DORKING TOWN 11KV,8357,Dorking Town 11kV,27.6,32.9,50.76%,Green (Over 5% headroom),Winter
"50.850583686979235, 0.2443273083261612",SPN-S000000008361,JI8361 HAILSHAM 11KV,8361,Hailsham 11kV,12.9,14.4,25%,Green (Over 5% headroom),Winter
"51.04884276769054, 0.5389816291330567",SPN-S000000008363,JD8363 HAWKHURST 11KV,8363,Hawkhurst 11kV,10.6,14.1,31.21%,Green (Over 5% headroom),Winter
"51.23506000324384, -0.1985054928078994",SPN-S000000008369,BF8369 REIGATE 11KV,8369,Reigate 11kV,37.2,47.0,48.3%,Green (Over 5% headroom),Winter
"51.40304029136627, -0.07538447504677247",SPN-S000000008373,AF8373 SUFFOLK ROAD 6.6KV,8373,Suffolk Road 6.6kV,16.7,22.2,49.1%,Green (Over 5% headroom),Winter
"50.955970788111344, 0.09345813032237185",SPN-S000000008374,JF8374 UCKFIELD 11KV,8374,Uckfield 11kV,16.7,21.3,38.97%,Green (Over 5% headroom),Winter
"50.8767045009591, -0.16134668535564348",SPN-S000000008378,BC8378 WITHDEAN 11KV,8378,Withdean 11kV,18.4,20.4,14.22%,Green (Over 5% headroom),Winter
"51.29620840594604, -0.1552369012601872",SPN-S000000008379,AH8379 COULSDON 11KV,8379,Coulsdon 33/11kV,29.4,37.7,24.4%,Green (Over 5% headroom),Winter
"51.13883761987615, -0.137536044009839",SPN-S000000008383,BJ8383 CRAWLEY INDUSTRIAL EAST 11KV,8383,Crawley Ind East 11kV,27.9,36.3,36.2%,Green (Over 5% headroom),Summer
"51.217655782122115, 1.3941944926877186",SPN-S000000008389,CA8389 DEAL 11KV,8389,Deal 11kV,18.6,22.3,55.16%,Green (Over 5% headroom),Winter
"51.04195238754736, 0.9549624992379141",SPN-S000000008393,LE8393 DYMCHURCH 11KV,8393,Dymchurch 11kV,2.8,3.9,0%,Yellow (Between 5% overloaded and 5% headroom),Summer
"51.367335944277556, -0.08646699917123526",SPN-S000000008395,AD8395 EAST CROYDON 6.6KV,8395,East Croydon 6.6kV,18.4,23.0,41.3%,Green (Over 5% headroom),Winter
"51.20937380341136, 0.12742900901691626",SPN-S000000008408,KC8408 FOUR ELMS 11KV,8408,Four Elms 11kV,10.6,11.6,18.1%,Green (Over 5% headroom),Winter
"51.265303959743825, 1.0711446754933587",SPN-S000000008410,CB8410 CANTERBURY TOWN 11KV,8410,Canterbury Town 11kV,31.7,43.9,17.08%,Green (Over 5% headroom),Winter
"51.01131303730562, -0.09228187021600383",SPN-S000000008415,BD8415 HAYWARDS HEATH 11KV,8415,Haywards Heath 11kV,35.7,40.1,29.68%,Green (Over 5% headroom),Winter
"50.98269867793613, 0.31972787930657853",SPN-S000000008416,JH8416 BROAD OAK 11KV,8416,Broad Oak 11kV,11.3,14.8,41.22%,Green (Over 5% headroom),Winter
"51.18628672847243, -0.17196834659890248",SPN-S000000008419,BH8419 HORLEY 11KV,8419,Horley 33/11,35.3,44.7,48.73%,Green (Over 5% headroom),Summer
"50.9297202494327, -0.18407572366379651",SPN-S000000008420,BD8420 HURSTPIERPOINT 11KV,8420,Hurstpierpoint 11kV,16.0,21.8,18.35%,Green (Over 5% headroom),Winter
"50.81733121161638, -0.09850526857558567",SPN-S000000008424,BB8424 KEMP TOWN 11KV,8424,Kemp Town 11kV,19.8,23.8,40.4%,Green (Over 5% headroom),Summer
"50.75943395105778, 0.2229266096154822",SPN-S000000008434,JC8434 MEADS 11KV,8434,Meads 11kV,18.6,21.8,51.83%,Green (Over 5% headroom),Winter
"51.2470844468963, -0.5367535505632457",SPN-S000000008435,MC8435 MERROW 11KV,8435,Merrow 11kV,19.0,21.8,28.9%,Green (Over 5% headroom),Winter
"51.40110780493473, -0.38936040340844924",SPN-S000000008437,DB8437 MOLESEY 11KV,8437,Molesey 11kV,19.0,20.9,31.58%,Green (Over 5% headroom),Winter
"51.40621434111039, -0.11616319106983511",SPN-S000000008441,AG8441 NORBURY 6.6KV,8441,Norbury 6.6kV,19.0,23.5,32.77%,Green (Over 5% headroom),Winter
"51.32440764245715, -0.2047300067864551",SPN-S000000008442,AI8442 NORK 11KV,8442,Nork 11kV,19.4,22.7,48.9%,Green (Over 5% headroom),Winter
"50.853412072697814, -0.2944812791792817",SPN-S000000008448,BC8448 NORTH SHOREHAM 11KV,8448,North Shoreham 11kV,16.6,22.9,30.57%,Green (Over 5% headroom),Winter
"50.862776157963765, -0.428552754583339",SPN-S000000008449,BK8449 NORTH WORTHING 11KV,8449,North Worthing 11kV,19.2,22.5,24%,Green (Over 5% headroom),Winter
"51.240724897850676, -0.12760035514246257",SPN-S000000008450,BF8450 NUTFIELD 11KV,8450,Nutfield 11kV,17.1,20.9,4.78%,Yellow (Between 5% overloaded and 5% headroom),Winter
"50.808098919453336, -0.003559325982450717",SPN-S000000008456,JG8456 PEACEHAVEN 11KV,8456,Peacehaven 11kV,19.4,21.3,43.19%,Green (Over 5% headroom),Winter
"51.383235515993896, 0.07375092974557726",SPN-S000000008458,EA8458 PETTS WOOD 11KV,8458,Petts Wood 11kV,19.2,21.9,56.16%,Green (Over 5% headroom),Winter
"50.86448345217319, 0.12867614649592352",SPN-S000000008467,JF8467 RIPE 11KV,8467,Ripe 11kV,2.0,3.0,-93.33%,Red (More than 5% overloaded),Winter
"50.96695602886506, 0.9204434583795377",SPN-S000000008469,LD8469 ROMNEY WARREN 11KV,8469,Romney Warren 11kV,9.9,12.9,15.5%,Green (Over 5% headroom),Winter
"51.2055973804654, -0.5442613731262909",SPN-S000000008482,MC8482 SHALFORD 11KV,8482,Shalford 11kV,19.6,22.9,33.62%,Green (Over 5% headroom),Winter
"51.0939495731441, 0.9478758483988212",SPN-S000000008485,LA8485 SMEETH 11KV,8485,Smeeth 11kV,2.2,2.9,-17.24%,Red (More than 5% overloaded),Winter
"51.34031569065927, 0.09240686354771481",SPN-S000000008489,KB8489 SOUTH ORPINGTON 11KV,8489,Orpington 11kV,,,18.14%,Green (Over 5% headroom),Winter
"51.14605950021935, 1.0379550827204589",SPN-S000000008492,LE8492 STANFORD 11KV,8492,Stanford 11kV,11.2,14.6,24.66%,Green (Over 5% headroom),Winter
"51.440593784056176, 0.2554528649567672",SPN-S000000008494,KD8494 STONE 33/11KV,8494,Stone 11kV,7.6,8.4,89.29%,Green (Over 5% headroom),Winter
"51.27207537392229, 0.133025982340945",SPN-S000000008496,KB8496 SUNDRIDGE 11KV,8496,Sundridge 11kV,16.9,23.8,27.81%,Green (Over 5% headroom),Summer
"51.38157219089955, -0.29024551460509806",SPN-S000000008497,DB8497 SURBITON 11KV,8497,Surbiton 11kV,16.4,18.4,22.83%,Green (Over 5% headroom),Winter
"51.41551846673905, -0.3344192984434414",SPN-S000000008499,DB8499 TEDDINGTON 11KV,8499,Teddington 11kV,18.4,22.4,39.29%,Green (Over 5% headroom),Winter
"51.21360042120041, 0.3091160298200584",SPN-S000000008503,KE8503 TONBRIDGE EAST 6.6KV,8503,Tonbridge East 6.6kV,15.7,22.2,29.94%,Green (Over 5% headroom),Summer
"51.0640393288173, 0.3060770477415996",SPN-S000000008505,JD8505 WADHURST 6.6KV,8505,Wadhurst 6.6kV,7.0,9.2,45.65%,Green (Over 5% headroom),Winter
"51.07610454839171, -0.07212781610188723",SPN-S000000008512,BJ8512 WEST HOATHLY 11KV,8512,West Hoathly 11kV,9.8,12.9,14.73%,Green (Over 5% headroom),Winter
"50.817886441579454, -0.42455766418379665",SPN-S000000008514,BK8514 WEST WORTHING 11KV,8514,West Worthing 11kV,18.4,22.3,11.21%,Green (Over 5% headroom),Winter
"51.376798287455756, -0.4721006773851441",SPN-S000000008515,ME8515 WEYBRIDGE 11KV,8515,Weybridge 11kV,16.6,22.0,1.81%,Yellow (Between 5% overloaded and 5% headroom),Summer
"51.37524388491583, 0.5915570476979837",SPN-S000000008525,GA8525 RAINHAM MARK 11KV,8525,Rainham Mark 11kV,34.9,46.6,51%,Green (Over 5% headroom),Summer
"51.339507086910146, -0.5560929215820694",SPN-S000000008526,MB8526 WOKING 11KV,8526,Woking 11kV,19.8,23.8,41.18%,Green (Over 5% headroom),Winter
"51.277200597557965, 0.5107343177664824",SPN-S000000008529,CE8529 WATERSIDE 11KV,8529,Waterside 11kV,28.8,38.4,41.32%,Green (Over 5% headroom),Summer
"51.026579898303865, 0.7216052836194042",SPN-S000000008531,JJ8531 WITTERSHAM 6.6KV,8531,Wittersham 6.6kV,0.8,1.2,-75%,Red (More than 5% overloaded),Summer
"51.01092267977162, -0.3329115470296444",SPN-S000000008542,BA8542 SOUTHWATER 11KV,8542,Southwater 11kV,17.6,23.5,67.05%,Green (Over 5% headroom),Summer
"50.81183867483702, -0.39264455998774056",SPN-S000000008547,BK8547 SOUTH WORTHING 11KV,8547,South Worthing 11kV,16.7,22.2,49.7%,Green (Over 5% headroom),Summer
"51.385401361914646, 0.8810201911663553",SPN-S000000008587,CH8587 EASTCHURCH PRISON 6.6KV,8587,Eastchurch Prison 6.6kV,7.0,9.3,22.86%,Green (Over 5% headroom),Summer
"51.37386074288691, -0.10699329307425416",SPN-S000000008608,AG8608 CROYDON GRID 11KV,8608,Croydon Grid 11kV,28.2,37.6,53.9%,Green (Over 5% headroom),Summer
"51.33724903748702, 0.42364521371381864",SPN-S000000008615,GC8615 HALLING 33/11KV,8615,Halling 11kV,17.3,23.0,68.79%,Green (Over 5% headroom),Summer
"51.45451395188217, 0.251961774517032",SPN-S000000008626,KD8626 CROSSWAYS 11KV,8626,Crossways 11KV,17.6,23.5,65.91%,Green (Over 5% headroom),Summer
"51.075489130578816, -0.20112266940564705",SPN-S000000008657,BJ8657 SOUTHGATE 11KV,8657,Southgate 11kV,32.4,44.6,44.14%,Green (Over 5% headroom),Summer
"50.88407084830664, 0.5185485123304782",SPN-S000000008659,JA8659 BALDSLOW 11KV,8659,Baldslow 11kV,17.3,21.9,33.79%,Green (Over 5% headroom),Winter
"51.374687840955666, -0.1374641327250348",SPN-S000000009303,AC9303 BEDDINGTON 11KV,9303,Beddington 11kV,28.8,32.5,56.31%,Green (Over 5% headroom),Winter
"51.13602759710717, 0.3304483285236298",SPN-S000000009351,KF9351 TUNBRIDGE WELLS GRID 11KV,9351,Tunbridge Wells Grid 11kV,28.5,36.2,28.42%,Green (Over 5% headroom),Summer
"50.90871614373703, 0.6086292643839618",SPN-S000000009523,JE9523 HASTINGS 11KV,9523,Hastings Local 11kV,56.6,64.0,19.84%,Green (Over 5% headroom),Winter
"51.26501326380289, 0.5163875722185008",SPN-S000000009532,CF9532 MAIDSTONE 11KV,009532,Maidstone Grid North 11kV,28.8,37.0,46.18%,Green (Over 5% headroom),Summer
"51.28319972930471, 0.5844822256714324",SPN-S000000009533,CF9533 MAIDSTONE GRID SOUTH,9533,Maidstone Grid South 11kV,29.1,37.0,42.97%,Green (Over 5% headroom),Winter
